City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Hambantota,90,LK,1616149930,94,6.1241,81.1185,80.6,4.61
Lamar,90,US,1616149904,71,33.6668,-95.5836,46.4,11.5
Roboré,90,BO,1616150176,100,-18.3333,-59.75,71.6,2.86
Hammerfest,75,NO,1616150176,80,70.6634,23.6821,28.4,25.32
Mocuba,4,MZ,1616150177,63,-16.8392,36.9856,86.31,4.63
Vilhena,100,BR,1616150009,97,-12.7406,-60.1458,67.66,2.62
Mitú,98,CO,1616150001,96,1.1983,-70.1733,69.73,1.68
Nantucket,90,US,1616150042,100,41.2835,-70.0995,33.8,26.46
Gorontalo,100,ID,1616150178,92,0.5412,123.0595,77.65,2.75
Lanas,51,PH,1616150178,77,12.0495,121.9185,82.62,6.85
Pacific Grove,92,US,1616149878,97,36.6177,-121.9166,55,6.15
Caravelas,100,BR,1616149797,85,-17.7125,-39.2481,76.01,0.81
Necochea,0,AR,1616150179,90,-38.5473,-58.7368,48,5.01
Nuuk,75,GL,1616149931,54,64.1835,-51.7216,28.4,19.57
Pelym,100,RU,1616150179,92,61.0108,61.9978,30.38,3.47
Selfoss,100,IS,1616150179,100,63.9331,-20.9971,46,18.01
Yaan,100,NG,1616150179,47,7.3833,8.5667,90.28,5.35
Jalu,95,LY,1616149887,15,29.0331,21.5482,78.94,23.2
Belmonte,40,BR,1616149767,94,-15.8631,-38.8828,73.4,3.44
Omsukchan,100,RU,1616150180,98,62.5333,155.8,-19.08,5.03
Yerköy,7,TR,1616150181,41,39.6381,34.4672,50.76,10.25
Pataskala,20,US,1616150181,51,39.9956,-82.6743,34,16.11
North Bend,90,US,1616150181,93,43.4065,-124.2243,45,10.36
Vanimo,64,PG,1616150181,80,-2.6741,141.3028,79.59,1.68
Ust'-Kulom,99,RU,1616150182,89,61.6864,53.6902,30.63,3.53
Brigantine,90,US,1616150182,80,39.4101,-74.3646,36,16.11
Gao,57,ML,1616150182,6,16.6362,1.637,93.4,14.79
Nouakchott,0,MR,1616150083,20,18.0858,-15.9785,77,17.27
Malangali,26,TZ,1616150033,75,-8.5667,34.85,76.17,2.46
Villa Bruzual,98,VE,1616150183,69,9.3328,-69.1208,73.78,6.93
Kushima,75,JP,1616149846,72,31.4583,131.2333,64.4,8.05
Dicabisagan,100,PH,1616149984,90,17.0818,122.4157,77.9,4.59
Tigzirt,100,DZ,1616150185,75,36.8886,4.1198,52.07,10.13
Kilimatinde,60,TZ,1616150185,42,-5.85,34.95,86.05,6.33
Saldanha,0,ZA,1616149806,68,-33.0117,17.9442,71.6,17.27
Cuenca,100,EC,1616150186,93,-2.8833,-78.9833,52.88,1.57
Hendrina,0,ZA,1616150186,41,-26.1588,29.7153,81,1.99
Pangody,96,RU,1616150186,94,65.85,74.4859,-0.96,10.65
Cárdenas,1,CU,1616150186,100,23.0375,-81.2047,66.2,4.61
Berlevåg,100,NO,1616149786,93,70.8578,29.0864,17.6,50.64
Jutaí,96,BR,1616150187,98,-5.1833,-68.9,70.95,2.1
Jhanjhārpur,85,IN,1616150187,10,26.2667,86.2833,97.36,13.13
Józefów,40,PL,1616150187,75,52.1371,21.2359,39.99,10.36
Laas,40,IT,1616149840,73,46.6166,10.7002,46,6.91
Chifeng,100,CN,1616149910,38,42.2683,118.9636,48.15,7.99
Aykhal,84,RU,1616149987,100,66,111.5,-16.42,1.59
Alofi,100,NU,1616149840,88,-19.0595,-169.9187,77,6.91
Kampene,71,CD,1616150188,40,-3.6,26.6667,93.88,1.79
Christchurch,4,NZ,1616149967,87,-43.5333,172.6333,52,1.14
Palaia Fokaia,75,GR,1616150189,48,37.72,23.9463,60.8,11.5
Boa Viagem,87,BR,1616150189,86,-5.1275,-39.7322,75.04,5.73
Angoche,70,MZ,1616150189,63,-16.2325,39.9086,84.96,4.59
Tual,84,ID,1616149779,70,-5.6667,132.75,84.2,8.25
Senneterre,1,CA,1616150190,92,48.3835,-77.2328,1.4,0.49
Moses Lake,90,US,1616150190,71,47.1301,-119.2781,46.4,4.61
Tautira,75,PF,1616149778,78,-17.7333,-149.15,80.6,5.75
Camargo,26,MX,1616150191,38,27.6667,-105.1667,47.46,2.64
Turmalina,52,BR,1616150191,91,-17.2856,-42.73,68.52,2.28
Olinda,40,BR,1616150192,69,-8.0089,-34.8553,80.6,8.05
Dumai,100,ID,1616150035,85,1.6833,101.45,80.89,2.3
Orotukan,82,RU,1616150192,99,62.2667,151.7,-20.09,2.71
Ko Samui,40,TH,1616149971,66,9.5357,99.9357,86,9.22
Tegul'det,100,RU,1616150192,89,57.3064,88.1667,26.02,11.86
Padang,20,ID,1616149800,66,-0.9492,100.3543,86,3.44
Pemba,75,MZ,1616150193,70,-12.974,40.5178,86,6.91
Nemuro,75,JP,1616149606,59,43.3236,145.575,30.2,6.91
Naze,40,JP,1616149527,88,28.3667,129.4833,69.8,3.44
Rome,1,US,1616150194,49,43.2128,-75.4557,21.99,8.05
Saraland,90,US,1616149947,58,30.8207,-88.0706,53.6,10.36
Mouzourás,20,GR,1616150194,63,35.5333,24.15,64.4,16.11
Imeni Poliny Osipenko,36,RU,1616150194,77,52.4201,136.4853,17.51,3.6
Rozhniativ,75,UA,1616150194,51,48.9358,24.1638,35.6,2.24
Rocha,10,UY,1616149920,72,-34.4833,-54.3333,57.65,2.28
Tayoltita,0,MX,1616150195,25,24.0833,-105.9333,57.72,6.44
Valparaíso,75,CL,1616150196,87,-33.0393,-71.6273,51.8,3.44
Huangnihe,92,CN,1616150197,62,43.5583,128.0239,32.22,3
Barzas,40,RU,1616150197,74,55.7167,86.3167,23,8.95
Nizhnevartovsk,0,RU,1616150197,44,60.9344,76.5531,35.6,15.66
Ampanihy,1,MG,1616150197,29,-24.7,44.75,96.01,4.45
Elizabeth City,90,US,1616150197,93,36.2946,-76.2511,46.4,20.71
Pisco,100,PE,1616149824,77,-13.7,-76.2167,68,2.3
Soyo,100,AO,1616150198,67,-6.1349,12.3689,85.64,2.15
Becerril,100,CO,1616150198,88,9.7041,-73.2793,72.9,1.45
Grand-Lahou,69,CI,1616150198,64,5.1367,-5.0242,84.74,6.15
Meulaboh,54,ID,1616149935,73,4.1363,96.1285,83.55,2.39
Hamilton,20,US,1616149802,60,39.1834,-84.5333,34,25.32
El Alto,99,PE,1616150200,73,-4.2714,-81.2147,74.95,10
Monrovia,75,LR,1616150034,79,6.3005,-10.7969,84.2,4.61
Mbandaka,56,CD,1616150200,52,0.0487,18.2603,89.65,2.17
Murud,60,IN,1616150201,39,18.3258,72.965,88.45,15.48
Oberwart,64,AT,1616150201,58,47.2897,16.206,41,1.99
Yakeshi,100,CN,1616150202,91,49.2833,120.7333,16.79,1.77
Boadilla del Monte,20,ES,1616150202,49,40.405,-3.8784,52,3.44
Atasū,56,KZ,1616149806,64,48.6814,71.6433,34.12,13.94
Saucillo,68,MX,1616150203,36,28.0167,-105.2833,48.4,1.99
Nizhniy Ufaley,100,RU,1616150203,90,55.9153,59.9842,27.95,10.33
Fukuechō,75,JP,1616150012,82,32.6881,128.8419,60.8,8.05
Yenagoa,100,NG,1616150198,80,4.9247,6.2642,80.87,7.87
Buin,90,CL,1616150204,82,-33.7333,-70.75,55.99,6.91
São Luiz Gonzaga,8,BR,1616150204,76,-28.4083,-54.9608,64.06,12.64
Iwanai,100,JP,1616150168,83,42.9744,140.5089,31.55,2.75
Merauke,100,ID,1616149886,82,-8.4667,140.3333,80.74,6.4
Charyshskoye,32,RU,1616150206,90,51.3978,83.5598,31.98,2.13
Acajutla,31,SV,1616150206,93,13.5928,-89.8275,69.01,4.54
Xapuri,90,BR,1616150207,100,-10.6517,-68.5044,71.6,5.75
Mel'nikovo,100,RU,1616150207,70,56.5558,84.085,30.99,11.95
Chadiza,28,ZM,1616150207,71,-14.0678,32.4392,77.11,5.3
Dawson Creek,40,CA,1616150207,69,55.7666,-120.2362,35.6,3.44
Beringovskiy,100,RU,1616149838,99,63.05,179.3167,-7.67,10.42
Saint-François,90,FR,1616149904,81,46.4154,3.9054,41,6.91
Kiruna,90,SE,1616150208,79,67.8557,20.2251,17.6,23.02
Muriwai Beach,30,NZ,1616150208,75,-36.8167,174.45,60.01,3.2
Teshie,20,GH,1616150021,62,5.5836,-0.1072,86,3.44
Bella Union,0,UY,1616150209,72,-30.2752,-57.6007,61.38,9.86
Abalak,100,RU,1616150209,89,58.1286,68.5944,30.22,8.72
Goundi,59,TD,1616150209,22,9.3627,17.366,105.15,4.05
São João da Barra,0,BR,1616149789,88,-21.6403,-41.0511,75.2,4.61
Fethiye,75,TR,1616150210,55,36.6217,29.1164,60.8,6.91
Bac Lieu,100,VN,1616150162,78,9.285,105.7244,80.96,11.97
Acapulco de Juárez,3,MX,1616150040,74,16.8634,-99.8901,72.7,4.03
Sibolga,95,ID,1616150210,85,1.7427,98.7792,80.78,0.67
Amalāpuram,100,IN,1616150210,52,16.5833,82.0167,91.4,8.05
Khorramabad,75,IR,1616150211,28,33.4878,48.3558,68,13.8
High Level,1,CA,1616150211,86,58.5169,-117.136,24.8,4.61
Mpanda,51,TZ,1616150212,54,-6.3655,31.0409,83.68,4.99
Olivet,75,FR,1616150212,70,47.8622,1.8991,45,21.85
Matamoros,0,MX,1616150212,46,25.5333,-103.25,49.5,4.47
Wellington,0,NZ,1616149995,66,-41.2866,174.7756,53.6,3.44
Batticaloa,100,LK,1616150213,79,7.7102,81.6924,78.15,4.18
Nivala,6,FI,1616150213,67,63.9167,24.9667,21,5.01
Augsburg,90,DE,1616150214,86,48.3667,10.8833,37,2.3
Nanortalik,49,GL,1616149849,74,60.1432,-45.2371,26.17,6.85
Tete,75,MZ,1616150214,52,-16.1564,33.5867,91.4,6.91
Manadhoo,15,MV,1616150214,61,5.7667,73.3833,83.66,6.22
Buncrana,75,IE,1616150215,93,55.1333,-7.45,46.4,4.61
Nong’an,0,CN,1616150215,45,44.382,125.1685,42.01,4.47
Lodwar,53,KE,1616150215,28,3.1191,35.5973,95.5,9.64
Ngorongoro,48,TZ,1616150216,67,-3.2397,35.4875,66.22,4.29
Beloha,7,MG,1616149877,35,-25.1667,45.05,94.53,9.89
Henties Bay,27,NA,1616149881,80,-22.116,14.2845,68,5.01
Luganville,85,VU,1616150007,84,-15.5333,167.1667,79.9,7.56
Kirksville,1,US,1616150217,69,40.1948,-92.5833,32,11.5
Aksarka,86,RU,1616149957,94,66.5606,67.7975,-8.45,14.23
Lunenburg,100,CA,1616150218,100,44.3835,-64.3155,28.4,21.85
Tilichiki,100,RU,1616149780,94,60.4667,166.1,0.9,9.22
Majene,97,ID,1616150218,79,-3.5403,118.9707,81.32,8.52
Takefu,40,JP,1616150218,66,35.9039,136.1669,48.2,9.22
Karratha,39,AU,1616149871,46,-20.7377,116.8463,86.18,18.37
Santiago del Estero,100,AR,1616150219,73,-27.7951,-64.2615,63.86,6.13
Kharabali,100,RU,1616150219,74,47.4196,47.2568,46.99,1.01
Mishkino,100,RU,1616150219,86,55.3389,63.9175,29.82,13.24
Inírida,93,CO,1616150219,92,3.8653,-67.9239,73.15,1.81
Goderich,0,CA,1616150023,58,43.7501,-81.7165,23,8.05
Marawi,67,PH,1616150220,82,7.9986,124.2928,82,4
Jasper,1,US,1616150220,75,37.2001,-94.3502,39,8.05
Padrauna,100,IN,1616150221,10,26.9025,83.9819,98.85,13.51
San Borja,94,BO,1616150221,98,-14.8167,-66.85,68.38,1.21
Shimoda,50,JP,1616149451,83,34.6667,138.95,50,10.78
Nago,40,JP,1616150222,78,26.5881,127.9761,71.6,5.75
Faanui,1,PF,1616149737,67,-16.4833,-151.75,82.18,6.53
Tuatapere,75,NZ,1616149784,93,-46.1333,167.6833,54,1.99
Tsimmerbude,20,RU,1616150222,59,54.675,20.1347,30.2,20.13
Avera,1,US,1616149867,71,33.194,-82.5271,48.2,10.36
Lalibela,0,ET,1616150223,16,12.0333,39.0333,80.24,3.69
Churapcha,100,RU,1616150223,95,62.0025,132.4325,10.49,7.29
Black River,20,JM,1616150223,78,18.0264,-77.8487,73.4,3.44
Guerrero Negro,35,MX,1616149755,85,27.9769,-114.0611,55.92,9.08
Huruta,93,ET,1616150224,35,8.15,39.35,76.06,18.48
